event_id,event_type,location,venue_type,venue_name,guest_count,season,event_date,duration_hours,photography_cost,photographer_name,photographer_contact,photographer_rating,photographer_experience,decoration_cost,decorator_name,decorator_contact,decorator_rating,decorator_experience,catering_cost,catering_per_person,caterer_name,caterer_contact,caterer_rating,caterer_experience,venue_cost,venue_contact,music_dj_cost,music_dj_name,music_dj_contact,music_dj_rating,music_dj_experience,videography_cost,videographer_name,videographer_contact,videographer_rating,videographer_experience,miscellaneous_cost,total_cost,total budget,cost_per_guest,has_music,has_videography,payment_status,booking_advance
EV0737,Wedding,Nuwara Eliya,Garden Venue,Garden Venue - Nuwara Eliya,434,Off Season (May-Sep),13/04/2025,4,31472,Moments Captured,077-2520681,4.7,12,71768,Dream Decorations,077-3844192,4.5,7,662935,1527,Spice Garden Catering,077-3726721,4.5,10,203660,011-4060945,61031,DJ Paradise,077-5589021,4.7,11,55075,Cinema Visions,077-2462797,4.8,11,63178,1240156,"100,736",2857,Yes,Yes,Paid,389342
EV0738,Birthday,Nuwara Eliya,Hotel Ballroom,Hotel Ballroom - Nuwara Eliya,107,Peak Season (Dec-Jan),04/03/2024,3,49691,Dream Shots,077-4885591,4.3,5,96098,Floral Fantasy,077-2256129,4.6,9,224785,2100,Spice Garden Catering,077-1837220,4.5,10,202908,011-8185120,31686,Live Band Entertainment,077-2416033,4.9,15,79656,Cinema Visions,077-4684377,4.8,11,37284,688712,"100,737",6436,Yes,Yes,Paid,188808
EV0739,Birthday,Batticaloa,Garden Venue,Garden Venue - Batticaloa,47,Regular Season,12/11/2024,5,39954,Moments Captured,077-8012629,4.7,12,40104,Classic Touch,077-1920950,4.4,6,66918,1423,Elite Catering,077-8952427,4.8,16,77517,011-5656816,0,N/A,N/A,0,0,29197,Cinema Visions,077-3177667,4.8,11,27895,290045,"100,738",6171,No,Yes,Partial,74331
EV0740,Engagement,Jaffna,Hotel Ballroom,Hotel Ballroom - Jaffna,226,Peak Season (Dec-Jan),08/03/2024,12,46262,Royal Pictures,077-5749869,4.6,9,78847,Royal Events Decor,077-2562856,4.9,15,233503,1033,Elite Catering,077-8302666,4.8,16,322922,011-4513816,28889,Elite Entertainment,077-3302117,4.8,12,0,N/A,N/A,0,0,11354,774786,"100,739",3428,Yes,No,Paid,265816
EV0741,Anniversary,Jaffna,Restaurant,Restaurant - Jaffna,69,Off Season (May-Sep),17/03/2025,6,33669,Elite Photography,077-8942023,4.9,15,57385,Stylish Setups,077-6499467,4.5,8,111645,1618,Spice Garden Catering,077-6707288,4.5,10,93990,011-2839588,33390,Live Band Entertainment,077-9583174,4.9,15,0,N/A,N/A,0,0,13596,382087,"100,740",5537,Yes,No,Partial,77928
EV0742,Wedding,Matara,Convention Center,Convention Center - Matara,238,Regular Season,17/01/2025,12,47697,Candid Clicks,077-7521659,4.4,6,48801,Dream Decorations,077-5287055,4.5,7,447939,1882,Taste of Ceylon,077-8526850,4.7,12,187083,011-6783793,0,N/A,N/A,0,0,0,N/A,N/A,0,0,41882,765106,"100,741",3214,No,No,Paid,178347
EV0743,Corporate Event,Batticaloa,Convention Center,Convention Center - Batticaloa,146,Off Season (May-Sep),15/01/2025,10,30846,Moments Captured,077-9081732,4.7,12,31620,Floral Fantasy,077-5494899,4.6,9,158337,1084,Delicious Bites,077-3925629,4.3,6,129887,011-2766469,31396,Sound Wave DJs,077-7556784,4.7,10,0,N/A,N/A,0,0,38541,474100,"100,742",3247,Yes,No,Paid,117051
EV0744,Engagement,Nuwara Eliya,Hotel Ballroom,Hotel Ballroom - Nuwara Eliya,228,Peak Season (Dec-Jan),02/04/2025,5,65915,Elite Photography,077-1859485,4.9,15,56226,Stylish Setups,077-7646785,4.5,8,422073,1851,Delicious Bites,077-7294416,4.3,6,419317,011-2690838,0,N/A,N/A,0,0,116233,Dream Videos,077-8572769,4.7,10,57518,1128702,"100,743",4950,No,Yes,Paid,424046
EV0745,Corporate Event,Anuradhapura,Garden Venue,Garden Venue - Anuradhapura,223,Off Season (May-Sep),15/05/2024,12,28043,Dream Shots,077-9674209,4.3,5,60951,Royal Events Decor,077-6168480,4.9,15,207189,929,Heritage Foods,077-6612339,4.7,13,151016,011-2344014,47191,Party Beats,077-8623936,4.5,8,58096,Dream Videos,077-7460213,4.7,10,19893,556351,"100,744",2494,Yes,Yes,Paid,143544
EV0746,Birthday,Jaffna,Temple Hall,Temple Hall - Jaffna,34,Off Season (May-Sep),13/06/2024,4,30120,Royal Pictures,077-4077109,4.6,9,51622,Elegant Decor,077-8056995,4.6,8,71828,2112,Divine Dishes,077-7883903,4.6,8,43587,011-9447847,53410,Rhythm Masters,077-8975467,4.6,9,0,N/A,N/A,0,0,18774,265733,"100,745",7815,Yes,No,Paid,94393
EV0747,Engagement,Colombo,Home Garden,Home Garden - Colombo,210,Regular Season,20/08/2024,6,50114,Vision Studios,077-6283356,4.5,7,104045,Floral Fantasy,077-6413216,4.6,9,595056,2833,Flavors Catering,077-1367543,4.4,7,48953,011-9078663,91891,Rhythm Masters,077-6078183,4.6,9,89254,Video Art Studio,077-3316100,4.5,7,60215,992555,"100,746",4726,Yes,Yes,Paid,362964
EV0748,Anniversary,Colombo,Temple Hall,Temple Hall - Colombo,59,Off Season (May-Sep),05/04/2024,3,44986,Vision Studios,077-3679963,4.5,7,51760,Floral Fantasy,077-9229863,4.6,9,97633,1654,Elite Catering,077-3013232,4.8,16,24955,011-6713158,81338,Sound Wave DJs,077-3582323,4.7,10,58267,Epic Moments,077-8024277,4.9,14,60696,455128,"100,747",7714,Yes,Yes,Paid,178935
EV0749,Birthday,Negombo,Beach Resort,Beach Resort - Negombo,88,Off Season (May-Sep),20/02/2025,10,35697,Sunset Photography,077-1323425,4.8,10,43824,Luxury Decor,077-2895065,4.8,14,179190,2036,Heritage Foods,077-5735821,4.7,13,240687,011-5009769,88166,Celebration Sounds,077-8022049,4.4,6,56947,Video Art Studio,077-8543726,4.5,7,39273,784924,"100,748",8919,Yes,Yes,Paid,313009
EV0750,Engagement,Kandy,Community Hall,Community Hall - Kandy,217,Peak Season (Dec-Jan),05/09/2024,10,67122,Perfect Frames,077-7950553,4.8,11,96825,Royal Events Decor,077-8910054,4.9,15,282490,1301,Taste of Ceylon,077-9422127,4.7,12,72079,011-9214474,81997,DJ Paradise,077-1093623,4.7,11,100185,Dream Videos,077-7482122,4.7,10,17177,759336,"100,749",3499,Yes,Yes,Partial,296725
EV0751,Corporate Event,Negombo,Beach Resort,Beach Resort - Negombo,137,Regular Season,01/11/2025,8,41596,Vision Studios,077-7916680,4.5,7,85088,Creative Designs,077-6005378,4.3,5,390450,2850,Taste of Ceylon,077-1713556,4.7,12,234002,011-5743555,0,N/A,N/A,0,0,46873,Epic Moments,077-1804032,4.9,14,51490,973071,"100,750",7102,No,Yes,Paid,200664
EV0752,Engagement,Colombo,Beach Resort,Beach Resort - Colombo,196,Regular Season,20/02/2024,8,54020,Moments Captured,077-4084503,4.7,12,92486,Floral Fantasy,077-8833729,4.6,9,317206,1618,Spice Garden Catering,077-5623969,4.5,10,318626,011-2745053,0,N/A,N/A,0,0,89373,Video Art Studio,077-2262686,4.5,7,60575,1065778,"100,751",5437,No,Yes,Partial,328224
EV0753,Anniversary,Nuwara Eliya,Beach Resort,Beach Resort - Nuwara Eliya,193,Regular Season,21/10/2024,4,49194,Dream Shots,077-5438623,4.3,5,50282,Flower Paradise,077-5707871,4.8,12,208497,1080,Spice Garden Catering,077-5518498,4.5,10,206277,011-3831585,90528,Live Band Entertainment,077-6470438,4.9,15,107537,Epic Moments,077-7400259,4.9,14,27927,802795,"100,752",4159,Yes,Yes,Paid,263625
EV0754,Corporate Event,Batticaloa,Home Garden,Home Garden - Batticaloa,280,Regular Season,19/12/2024,4,31206,Sunset Photography,077-5467103,4.8,10,66041,Flower Paradise,077-8572382,4.8,12,541044,1932,Spice Garden Catering,077-7795930,4.5,10,14594,011-8903137,27213,Sound Wave DJs,077-1986479,4.7,10,40142,Cinematic Dreams,077-5193055,4.8,12,36045,719825,"100,753",2570,Yes,Yes,Partial,237401
EV0755,Anniversary,Colombo,Restaurant,Restaurant - Colombo,102,Peak Season (Dec-Jan),12/11/2024,12,66488,Dream Shots,077-9556729,4.3,5,96925,Modern Elegance,077-3464073,4.7,10,179214,1757,Spice Garden Catering,077-2994080,4.5,10,257963,011-4955123,0,N/A,N/A,0,0,43492,Cinema Visions,077-8579433,4.8,11,36300,741845,"100,754",7272,No,Yes,Partial,185278
EV0756,Corporate Event,Kurunegala,Temple Hall,Temple Hall - Kurunegala,155,Regular Season,25/05/2024,12,26259,Moments Captured,077-3922248,4.7,12,54979,Royal Events Decor,077-3263052,4.9,15,251875,1625,Spice Garden Catering,077-1847211,4.5,10,58358,011-9980215,58107,Rhythm Masters,077-5304568,4.6,9,0,N/A,N/A,0,0,30343,502439,"100,755",3241,Yes,No,Paid,161266
EV0757,Anniversary,Kandy,Temple Hall,Temple Hall - Kandy,184,Peak Season (Dec-Jan),17/04/2025,4,56878,Golden Hour Photography,077-9010436,4.7,13,51969,Dream Decorations,077-7707820,4.5,7,365856,1988,Taste of Ceylon,077-9636371,4.7,12,66832,011-5892241,68460,Music Magic,077-9311973,4.5,7,94124,Epic Moments,077-8565514,4.9,14,52812,767621,"100,756",4171,Yes,Yes,Paid,210661
EV0758,Anniversary,Colombo,Beach Resort,Beach Resort - Colombo,103,Off Season (May-Sep),22/12/2025,3,39555,Candid Clicks,077-1833330,4.4,6,83116,Luxury Decor,077-8825067,4.8,14,355453,3451,Spice Garden Catering,077-7692367,4.5,10,208335,011-3231398,64924,Sound Wave DJs,077-2129757,4.7,10,42903,Video Art Studio,077-6116374,4.5,7,16690,817397,"100,757",7935,Yes,Yes,Paid,302912
EV0759,Corporate Event,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,126,Peak Season (Dec-Jan),26/02/2025,3,50683,Creative Lens Studio,077-3538924,4.5,8,121091,Elegant Decor,077-1933001,4.6,8,313349,2486,Divine Dishes,077-9700499,4.6,8,408297,011-3532191,0,N/A,N/A,0,0,102239,Dream Videos,077-4918020,4.7,10,24537,1036418,"100,758",8225,No,Yes,Paid,379671
EV0760,Wedding,Nuwara Eliya,Temple Hall,Temple Hall - Nuwara Eliya,369,Off Season (May-Sep),19/04/2025,10,42132,Golden Hour Photography,077-8525754,4.7,13,42208,Flower Paradise,077-7853344,4.8,12,942130,2553,Feast Makers,077-7862554,4.6,9,31637,011-2843088,82134,Celebration Sounds,077-9828041,4.4,6,0,N/A,N/A,0,0,44053,1346599,"100,759",3649,Yes,No,Partial,423335
EV0761,Anniversary,Kandy,Restaurant,Restaurant - Kandy,41,Regular Season,06/08/2024,4,33291,Candid Clicks,077-2229343,4.4,6,88071,Royal Events Decor,077-9327019,4.9,15,53468,1304,Gourmet Lanka,077-6865513,4.9,18,130176,011-2521015,26905,Live Band Entertainment,077-4787552,4.9,15,71896,Dream Videos,077-8030386,4.7,10,48443,487739,"100,760",11896,Yes,Yes,Paid,171447
EV0762,Birthday,Colombo,Community Hall,Community Hall - Colombo,136,Peak Season (Dec-Jan),08/03/2025,8,57324,Golden Hour Photography,077-5545511,4.7,13,116101,Creative Designs,077-9277581,4.3,5,341006,2507,Feast Makers,077-8235206,4.6,9,90175,011-2215358,0,N/A,N/A,0,0,0,N/A,N/A,0,0,55154,707122,"100,761",5199,No,No,Partial,247463
EV0763,Engagement,Anuradhapura,Convention Center,Convention Center - Anuradhapura,160,Peak Season (Dec-Jan),23/06/2024,8,33958,Creative Lens Studio,077-5496034,4.5,8,98323,Elegant Decor,077-6900131,4.6,8,310840,1942,Elite Catering,077-7434509,4.8,16,134544,011-3615525,0,N/A,N/A,0,0,43373,Dream Videos,077-5291498,4.7,10,19863,653348,"100,762",4083,No,Yes,Paid,209727
EV0764,Wedding,Batticaloa,Hotel Ballroom,Hotel Ballroom - Batticaloa,326,Off Season (May-Sep),24/12/2025,3,30452,Royal Pictures,077-5124342,4.6,9,36013,Luxury Decor,077-1211417,4.8,14,397557,1219,Royal Caterers,077-6225807,4.8,15,215964,011-4675405,47012,Party Beats,077-6230435,4.5,8,75438,Dream Videos,077-2966787,4.7,10,36886,845206,"100,763",2592,Yes,Yes,Paid,335498
EV0765,Birthday,Nuwara Eliya,Garden Venue,Garden Venue - Nuwara Eliya,52,Regular Season,20/02/2024,6,48798,Creative Lens Studio,077-1208835,4.5,8,72537,Luxury Decor,077-3542616,4.8,14,160482,3086,Taste of Ceylon,077-7572342,4.7,12,228623,011-4698581,79532,Rhythm Masters,077-3641536,4.6,9,0,N/A,N/A,0,0,14791,639135,"100,764",12291,Yes,No,Paid,139400
EV0766,Anniversary,Kurunegala,Temple Hall,Temple Hall - Kurunegala,193,Regular Season,14/08/2024,3,38681,Elite Photography,077-9102857,4.9,15,38660,Royal Events Decor,077-1714040,4.9,15,233337,1209,Divine Dishes,077-3821719,4.6,8,21354,011-2344153,69944,DJ Paradise,077-2971062,4.7,11,80372,Cinematic Dreams,077-2554516,4.8,12,38311,547273,"100,765",2835,Yes,Yes,Paid,204204
EV0767,Wedding,Galle,Garden Venue,Garden Venue - Galle,349,Peak Season (Dec-Jan),27/02/2025,6,53091,Dream Shots,077-3666440,4.3,5,103392,Flower Paradise,077-3461889,4.8,12,625268,1791,Royal Caterers,077-1303490,4.8,15,194914,011-4630159,75604,DJ Paradise,077-4789810,4.7,11,67714,Video Art Studio,077-8891729,4.5,7,14542,1259032,"100,766",3607,Yes,Yes,Paid,371678
EV0768,Corporate Event,Jaffna,Restaurant,Restaurant - Jaffna,125,Regular Season,25/11/2024,6,33017,Perfect Frames,077-7835795,4.8,11,36999,Elegant Decor,077-4016576,4.6,8,224175,1793,Delicious Bites,077-5164057,4.3,6,137495,011-4740699,49985,Elite Entertainment,077-7307007,4.8,12,0,N/A,N/A,0,0,43937,513232,"100,767",4105,Yes,No,Paid,139938
EV0769,Wedding,Kandy,Temple Hall,Temple Hall - Kandy,187,Regular Season,16/11/2024,6,47069,Vision Studios,077-1140319,4.5,7,76366,Classic Touch,077-7223752,4.4,6,369455,1975,Taste of Ceylon,077-1738479,4.7,12,26648,011-3084359,40823,Elite Entertainment,077-9907054,4.8,12,0,N/A,N/A,0,0,14629,573691,"100,768",3067,Yes,No,Paid,188971
EV0770,Anniversary,Kurunegala,Beach Resort,Beach Resort - Kurunegala,42,Peak Season (Dec-Jan),11/09/2024,12,34999,Elite Photography,077-8843195,4.9,15,102111,Creative Designs,077-7151669,4.3,5,53970,1285,Taste of Ceylon,077-4879986,4.7,12,204818,011-9192963,0,N/A,N/A,0,0,75125,Motion Pictures,077-2880959,4.6,9,23109,506092,"100,769",12049,No,Yes,Paid,199316
EV0771,Wedding,Colombo,Temple Hall,Temple Hall - Colombo,172,Regular Season,18/07/2024,3,49756,Moments Captured,077-1273300,4.7,12,65651,Stylish Setups,077-3026278,4.5,8,592608,3445,Flavors Catering,077-7531196,4.4,7,54224,011-4918067,58220,Live Band Entertainment,077-6878585,4.9,15,0,N/A,N/A,0,0,34655,833625,"100,770",4846,Yes,No,Paid,213973
EV0772,Corporate Event,Jaffna,Temple Hall,Temple Hall - Jaffna,90,Off Season (May-Sep),12/02/2025,8,36739,Moments Captured,077-8510236,4.7,12,62835,Creative Designs,077-1175909,4.3,5,171328,1903,Flavors Catering,077-5971637,4.4,7,31579,011-5765727,78826,Elite Entertainment,077-3588109,4.8,12,0,N/A,N/A,0,0,20101,415301,"100,771",4614,Yes,No,Partial,157963
EV0773,Anniversary,Colombo,Convention Center,Convention Center - Colombo,130,Peak Season (Dec-Jan),01/11/2025,5,49733,Creative Lens Studio,077-2037475,4.5,8,99262,Modern Elegance,077-7264942,4.7,10,219674,1689,Delicious Bites,077-3163397,4.3,6,392504,011-3503597,0,N/A,N/A,0,0,70995,Cinema Visions,077-5289264,4.8,11,52831,933949,"100,772",7184,No,Yes,Paid,200808
EV0774,Birthday,Nuwara Eliya,Restaurant,Restaurant - Nuwara Eliya,86,Off Season (May-Sep),14/03/2024,8,40854,Golden Hour Photography,077-8293512,4.7,13,48632,Classic Touch,077-6038940,4.4,6,111576,1297,Taste of Ceylon,077-7788325,4.7,12,139763,011-6871570,88648,Music Magic,077-4603881,4.5,7,45810,Dream Videos,077-8208921,4.7,10,57703,562994,"100,773",6546,Yes,Yes,Paid,156325
EV0775,Wedding,Batticaloa,Convention Center,Convention Center - Batticaloa,315,Peak Season (Dec-Jan),20/12/2025,12,50218,Golden Hour Photography,077-4113995,4.7,13,35630,Stylish Setups,077-3750497,4.5,8,443961,1409,Gourmet Lanka,077-1428379,4.9,18,173966,011-7062273,49971,Live Band Entertainment,077-7037796,4.9,15,42651,Epic Moments,077-8255921,4.9,14,23412,884145,"100,774",2806,Yes,Yes,Partial,219603
EV0776,Birthday,Kandy,Home Garden,Home Garden - Kandy,57,Regular Season,10/07/2025,6,38512,Moments Captured,077-4972124,4.7,12,37508,Royal Events Decor,077-3675188,4.9,15,77414,1358,Feast Makers,077-4755317,4.6,9,45591,011-8047599,72194,Music Magic,077-9974426,4.5,7,48580,Dream Videos,077-6673177,4.7,10,30966,366437,"100,775",6428,Yes,Yes,Paid,76712
EV0777,Birthday,Kandy,Beach Resort,Beach Resort - Kandy,62,Peak Season (Dec-Jan),21/01/2025,12,45956,Sunset Photography,077-2411026,4.8,10,95430,Flower Paradise,077-6507216,4.8,12,97752,1576,Heritage Foods,077-5508524,4.7,13,278449,011-7788504,23684,Rhythm Masters,077-6739427,4.6,9,94769,Motion Pictures,077-3127983,4.6,9,47921,693684,"100,776",11188,Yes,Yes,Partial,146725
EV0778,Anniversary,Jaffna,Beach Resort,Beach Resort - Jaffna,91,Off Season (May-Sep),04/09/2024,4,33815,Vision Studios,077-2265542,4.5,7,43405,Royal Events Decor,077-7948577,4.9,15,124501,1368,Royal Caterers,077-9493164,4.8,15,291433,011-7870712,0,N/A,N/A,0,0,0,N/A,N/A,0,0,42665,530862,"100,777",5833,No,No,Paid,207560
EV0779,Anniversary,Kurunegala,Home Garden,Home Garden - Kurunegala,47,Regular Season,11/03/2024,6,32800,Perfect Frames,077-5991409,4.8,11,54802,Elegant Decor,077-1900026,4.6,8,114351,2433,Divine Dishes,077-3219230,4.6,8,34938,011-9531349,38852,DJ Paradise,077-9322488,4.7,11,35558,Cinema Visions,077-5534019,4.8,11,12463,358800,"100,778",7634,Yes,Yes,Paid,120226
EV0780,Anniversary,Matara,Garden Venue,Garden Venue - Matara,149,Off Season (May-Sep),02/04/2025,6,23448,Perfect Frames,077-5743330,4.8,11,54379,Floral Fantasy,077-8513116,4.6,9,409750,2750,Spice Garden Catering,077-5483975,4.5,10,178082,011-4642925,47723,DJ Paradise,077-9148714,4.7,11,78725,Video Art Studio,077-4504186,4.5,7,40090,911909,"100,779",6120,Yes,Yes,Paid,277716
EV0781,Birthday,Nuwara Eliya,Home Garden,Home Garden - Nuwara Eliya,125,Regular Season,26/02/2025,4,58004,Golden Hour Photography,077-4731785,4.7,13,99153,Luxury Decor,077-5316105,4.8,14,298350,2386,Gourmet Lanka,077-7392220,4.9,18,37181,011-2850850,92033,Party Beats,077-3193827,4.5,8,0,N/A,N/A,0,0,50189,619362,"100,780",4954,Yes,No,Paid,143313
EV0782,Engagement,Nuwara Eliya,Beach Resort,Beach Resort - Nuwara Eliya,249,Regular Season,12/06/2025,12,46958,Creative Lens Studio,077-9909616,4.5,8,58422,Modern Elegance,077-6103390,4.7,10,425665,1709,Feast Makers,077-9350149,4.6,9,196391,011-4518018,100604,Celebration Sounds,077-3896166,4.4,6,52916,Video Art Studio,077-3711456,4.5,7,24711,967538,"100,781",3885,Yes,Yes,Paid,270463
EV0783,Anniversary,Batticaloa,Home Garden,Home Garden - Batticaloa,56,Regular Season,28/11/2024,10,28546,Vision Studios,077-4354243,4.5,7,53556,Luxury Decor,077-5285200,4.8,14,94550,1688,Delicious Bites,077-7208876,4.3,6,30611,011-5362271,48798,Elite Entertainment,077-6132944,4.8,12,0,N/A,N/A,0,0,11917,258707,"100,782",4619,Yes,No,Partial,90422
EV0784,Engagement,Nuwara Eliya,Restaurant,Restaurant - Nuwara Eliya,180,Regular Season,05/11/2025,12,51405,Sunset Photography,077-3360703,4.8,10,92121,Modern Elegance,077-7999133,4.7,10,316134,1756,Delicious Bites,077-2403817,4.3,6,106139,011-5222828,94495,Music Magic,077-7723906,4.5,7,0,N/A,N/A,0,0,23166,723511,"100,783",4019,Yes,No,Paid,145774
EV0785,Anniversary,Jaffna,Community Hall,Community Hall - Jaffna,155,Off Season (May-Sep),20/03/2025,3,37600,Vision Studios,077-7482964,4.5,7,50088,Floral Fantasy,077-9787484,4.6,9,237615,1533,Gourmet Lanka,077-8489530,4.9,18,47366,011-4831813,0,N/A,N/A,0,0,0,N/A,N/A,0,0,40154,392747,"100,784",2533,No,No,Partial,142045
EV0786,Birthday,Kurunegala,Hotel Ballroom,Hotel Ballroom - Kurunegala,75,Regular Season,03/06/2025,8,35652,Creative Lens Studio,077-9965922,4.5,8,36980,Floral Fantasy,077-8143748,4.6,9,83625,1115,Heritage Foods,077-1285020,4.7,13,165907,011-6299653,0,N/A,N/A,0,0,39418,Dream Videos,077-4915486,4.7,10,23219,396848,"100,785",5291,No,Yes,Paid,144498
EV0787,Wedding,Galle,Hotel Ballroom,Hotel Ballroom - Galle,275,Off Season (May-Sep),25/11/2025,8,34449,Dream Shots,077-5663680,4.3,5,40885,Royal Events Decor,077-2160364,4.9,15,407220,1480,Taste of Ceylon,077-4566687,4.7,12,259486,011-4257498,81871,Celebration Sounds,077-1203272,4.4,6,78048,Perfect Motion,077-8268869,4.4,6,29563,1029678,"100,786",3744,Yes,Yes,Paid,375559
EV0788,Anniversary,Nuwara Eliya,Home Garden,Home Garden - Nuwara Eliya,74,Off Season (May-Sep),19/01/2024,6,35218,Candid Clicks,077-9546975,4.4,6,59405,Modern Elegance,077-1237577,4.7,10,153631,2076,Spice Garden Catering,077-6400050,4.5,10,50179,011-6179752,90196,Celebration Sounds,077-4737494,4.4,6,0,N/A,N/A,0,0,45173,438066,"100,787",5919,Yes,No,Paid,146912
EV0789,Corporate Event,Nuwara Eliya,Hotel Ballroom,Hotel Ballroom - Nuwara Eliya,85,Regular Season,03/09/2024,4,38767,Dream Shots,077-3576390,4.3,5,94434,Elegant Decor,077-1685668,4.6,8,271388,3192,Spice Garden Catering,077-4814428,4.5,10,171094,011-2808402,78014,Celebration Sounds,077-8382285,4.4,6,0,N/A,N/A,0,0,14495,747624,"100,788",8795,Yes,No,Partial,219975
EV0790,Engagement,Anuradhapura,Community Hall,Community Hall - Anuradhapura,236,Off Season (May-Sep),16/11/2024,10,31442,Royal Pictures,077-5638123,4.6,9,63270,Flower Paradise,077-2778740,4.8,12,301997,1279,Gourmet Lanka,077-8051206,4.9,18,50730,011-3335244,67979,Party Beats,077-5105260,4.5,8,0,N/A,N/A,0,0,41874,586750,"100,789",2486,Yes,No,Paid,137101
EV0791,Anniversary,Colombo,Community Hall,Community Hall - Colombo,180,Regular Season,22/05/2025,10,54266,Dream Shots,077-2450419,4.3,5,86091,Creative Designs,077-7233246,4.3,5,352548,1958,Gourmet Lanka,077-2548079,4.9,18,106205,011-8811244,0,N/A,N/A,0,0,119383,Epic Moments,077-9885734,4.9,14,68164,899401,"100,790",4996,No,Yes,Paid,264197
EV0792,Engagement,Kandy,Garden Venue,Garden Venue - Kandy,177,Off Season (May-Sep),27/03/2024,8,42013,Royal Pictures,077-1452563,4.6,9,67359,Modern Elegance,077-3541821,4.7,10,172406,974,Feast Makers,077-3873313,4.6,9,108381,011-3912594,31971,Celebration Sounds,077-8910899,4.4,6,0,N/A,N/A,0,0,45437,532637,"100,791",3009,Yes,No,Paid,110352
EV0793,Anniversary,Jaffna,Home Garden,Home Garden - Jaffna,54,Off Season (May-Sep),21/06/2024,8,31756,Vision Studios,077-8590566,4.5,7,67909,Classic Touch,077-4525412,4.4,6,75467,1397,Elite Catering,077-8763973,4.8,16,31746,011-6313324,57114,Live Band Entertainment,077-2112478,4.9,15,36825,Video Art Studio,077-6918034,4.5,7,47977,379173,"100,792",7021,Yes,Yes,Paid,100132
EV0794,Engagement,Colombo,Restaurant,Restaurant - Colombo,174,Regular Season,06/10/2025,4,60227,Vision Studios,077-7696594,4.5,7,61275,Creative Designs,077-2824928,4.3,5,447006,2569,Heritage Foods,077-4026722,4.7,13,145422,011-2960632,90871,Elite Entertainment,077-1467368,4.8,12,85946,Epic Moments,077-6599221,4.9,14,50570,939019,"100,793",5396,Yes,Yes,Paid,290566
EV0795,Engagement,Galle,Temple Hall,Temple Hall - Galle,247,Peak Season (Dec-Jan),02/05/2024,8,63967,Creative Lens Studio,077-4874996,4.5,8,47519,Luxury Decor,077-4756480,4.8,14,480760,1946,Spice Garden Catering,077-5612072,4.5,10,77684,011-9594115,85288,Sound Wave DJs,077-9579547,4.7,10,0,N/A,N/A,0,0,23539,762244,"100,794",3086,Yes,No,Partial,253271
